id,name,page,image,card_crop,header_bbox_pt
P0387,درب بازکن بادی,32,products/P0387.jpg,cards/P0387.jpg,"[216.43, 490.52, 187.05, 20.99]"
P0388,جعبه ابزار 3 طبقه کفی بلند 50 سانتی,32,products/P0388.jpg,cards/P0388.jpg,"[404.07, 490.52, 184.65, 20.99]"
P0389,ابزار بازکردن گردگیر پولوس,32,products/P0389.jpg,cards/P0389.jpg,"[28.78, 641.63, 187.05, 20.99]"
P0390,گوشی صدا کامل,32,products/P0390.jpg,cards/P0390.jpg,"[216.43, 641.63, 187.05, 20.99]"
P0391,گوشی صدا,32,products/P0391.jpg,cards/P0391.jpg,"[404.07, 641.63, 184.65, 20.99]"
P0392,واسکازین پمپ دستی 1500 سی سی,33,products/P0392.jpg,cards/P0392.jpg,"[28.78, 36.58, 187.05, 20.99]"
P0393,واسکازین پمپ دستی 550 سی سی,33,products/P0393.jpg,cards/P0393.jpg,"[216.43, 36.58, 187.05, 20.99]"
P0394,واسکازین پمپ دستی 200 سی سی,33,products/P0394.jpg,cards/P0394.jpg,"[404.07, 36.58, 184.65, 20.99]"
P0395,مخزن تنظیم فشار روغن ترمز 3 لیتری,33,products/P0395.jpg,cards/P0395.jpg,"[28.78, 187.69, 187.05, 20.99]"
P0396,مخزن تنظیم فشار روغن ترمز 1 لیتری,33,products/P0396.jpg,cards/P0396.jpg,"[216.43, 187.69, 187.05, 20.99]"
P0397,مخزن تنظیم فشار روغن ترمز 1 لیتری,33,products/P0397.jpg,cards/P0397.jpg,"[404.07, 187.69, 184.65, 20.99]"
P0398,جک روغنی 10 تن,33,products/P0398.jpg,cards/P0398.jpg,"[28.78, 339.41, 187.05, 20.39]"
P0399,جک روغنی 5 تن,33,products/P0399.jpg,cards/P0399.jpg,"[216.43, 339.41, 187.05, 20.39]"
P0400,جک روغنی 3 تن,33,products/P0400.jpg,cards/P0400.jpg,"[404.07, 339.41, 184.65, 20.39]"
P0401,جک روغنی 30 تن,33,products/P0401.jpg,cards/P0401.jpg,"[28.78, 490.52, 187.05, 20.99]"
P0402,جک روغنی 20 تن,33,products/P0402.jpg,cards/P0402.jpg,"[216.43, 490.52, 187.05, 20.99]"
P0403,جک روغنی 15 تن,33,products/P0403.jpg,cards/P0403.jpg,"[404.07, 490.52, 184.65, 20.99]"
P0404,کیت نوک پیچ گوشتی 33 عددی,33,products/P0404.jpg,cards/P0404.jpg,"[28.78, 641.63, 187.05, 20.99]"
P0405,کیت مهره خردکن,33,products/P0405.jpg,cards/P0405.jpg,"[216.43, 641.63, 187.05, 20.99]"
P0406,جک روغنی 50 تن,33,products/P0406.jpg,cards/P0406.jpg,"[404.07, 641.63, 184.65, 20.99]"
P0407,انبر سوپاپ بلند,34,products/P0407.jpg,cards/P0407.jpg,"[28.78, 36.58, 188.25, 20.99]"
P0408,پولی کش فرمان برقی,34,products/P0408.jpg,cards/P0408.jpg,"[218.22, 36.58, 186.45, 20.99]"
P0409,خط کش سرسیلندر 60 سانتی,34,products/P0409.jpg,cards/P0409.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0410,ابزار گردبر نقطه جوش 8 / 3,34,products/P0410.jpg,cards/P0410.jpg,"[28.78, 187.69, 188.25, 25.19]"
P0411,ابزار گردبر نقطه جوش 16 / 5,34,products/P0411.jpg,cards/P0411.jpg,"[218.22, 187.69, 186.45, 25.19]"
P0412,ابزار گردبر نقطه جوش 2 عددی,34,products/P0412.jpg,cards/P0412.jpg,"[405.27, 187.69, 183.45, 25.19]"
P0413,برس تمیزکاری دوسر,34,products/P0413.jpg,cards/P0413.jpg,"[28.78, 343.6, 188.25, 20.39]"
P0414,برس تمیزکاری یکسر,34,products/P0414.jpg,cards/P0414.jpg,"[218.22, 343.6, 186.45, 20.39]"
P0415,ست خاردربیار ماشین,34,products/P0415.jpg,cards/P0415.jpg,"[405.27, 343.6, 183.45, 20.39]"
P0416,چراغ شارژی LED ( 7785 ),34,products/P0416.jpg,cards/P0416.jpg,"[28.78, 494.72, 188.25, 20.99]"
P0417,چراغ شارژی LED ( 7769 ),34,products/P0417.jpg,cards/P0417.jpg,"[218.22, 494.72, 186.45, 20.99]"
P0418,چراغ شارژی LED ( 7765 ),34,products/P0418.jpg,cards/P0418.jpg,"[405.27, 494.72, 183.45, 20.99]"
P0419,کمان اره حرفه ایی,34,products/P0419.jpg,cards/P0419.jpg,"[28.78, 645.83, 188.25, 20.99]"
P0420,کمان اره همه کاره کوچک,34,products/P0420.jpg,cards/P0420.jpg,"[218.22, 645.83, 186.45, 20.99]"
P0421,چراغ شارژی LED ( 7768 ),34,products/P0421.jpg,cards/P0421.jpg,"[405.27, 645.83, 183.45, 20.99]"
P0422,آچار فرانسه 10,35,products/P0422.jpg,cards/P0422.jpg,"[28.78, 36.58, 188.25, 20.99]"
P0423,آچار فرانسه 8,35,products/P0423.jpg,cards/P0423.jpg,"[218.22, 36.58, 186.45, 20.99]"
P0424,آچار فرانسه 6,35,products/P0424.jpg,cards/P0424.jpg,"[405.27, 36.58, 183.45, 20.99]"
P0425,آچار فرانسه 18,35,products/P0425.jpg,cards/P0425.jpg,"[28.78, 187.69, 188.25, 20.99]"
P0426,آچار فرانسه 15,35,products/P0426.jpg,cards/P0426.jpg,"[218.22, 187.69, 186.45, 20.99]"
P0427,آچار فرانسه 12,35,products/P0427.jpg,cards/P0427.jpg,"[405.27, 187.69, 183.45, 20.99]"
P0428,قرقری فرمان,35,products/P0428.jpg,cards/P0428.jpg,"[28.78, 339.41, 188.25, 20.39]"
P0429,قرقری فرمان گرد,35,products/P0429.jpg,cards/P0429.jpg,"[218.22, 339.41, 186.45, 20.39]"
P0430,آچار فرانسه 24,35,products/P0430.jpg,cards/P0430.jpg,"[405.27, 339.41, 183.45, 20.39]"
P0431,تیغ یدکی الستیک دربیار دور شیشه,35,products/P0431.jpg,cards/P0431.jpg,"[28.78, 490.52, 188.25, 20.99]"
P0432,ابزار مخصوص الستیک دربیار دور شیشه,35,products/P0432.jpg,cards/P0432.jpg,"[218.22, 490.52, 186.45, 20.99]"
P0433,استادبولت ( بکس پیچ دوسررزوه و گرد ),35,products/P0433.jpg,cards/P0433.jpg,"[405.27, 490.52, 183.45, 20.99]"
P0434,تست فشار سوزن انژکتور کامیونی,35,products/P0434.jpg,cards/P0434.jpg,"[28.78, 641.63, 188.25, 20.99]"
P0435,کیت تست نشت گاز کولر,35,products/P0435.jpg,cards/P0435.jpg,"[218.22, 641.63, 186.45, 20.99]"
P0436,چوب آبندی سوپاپ ( 2 عددی ),35,products/P0436.jpg,cards/P0436.jpg,"[405.27, 641.63, 183.45, 20.99]"
P0437,"گیره رومیزی گردان ( "" 6 ) 150",36,products/P0437.jpg,cards/P0437.jpg,"[28.78, 36.58, 185.85, 20.99]"
P0438,"گیره رومیزی گردان ( "" 5 ) 125",36,products/P0438.jpg,cards/P0438.jpg,"[215.23, 36.58, 187.65, 20.99]"
P0439,"گیره رومیزی گردان ( "" 4 ) 100",36,products/P0439.jpg,cards/P0439.jpg,"[403.47, 36.58, 185.25, 20.99]"
P0440,"گیره رومیزی گردان ( "" 12 ) 300",36,products/P0440.jpg,cards/P0440.jpg,"[28.78, 187.69, 185.85, 20.99]"
P0441,"گیره رومیزی گردان ( "" 10 ) 250",36,products/P0441.jpg,cards/P0441.jpg,"[215.23, 187.69, 187.65, 20.99]"
P0442,"گیره رومیزی گردان ( "" 8 ) 200",36,products/P0442.jpg,cards/P0442.jpg,"[403.47, 187.69, 185.25, 20.99]"
P0443,آچار فیلتر فلزی ( 95 – 75 ),36,products/P0443.jpg,cards/P0443.jpg,"[28.78, 339.41, 185.85, 20.39]"
P0444,آچار فیلتر فلزی ( 75 – 60 ),36,products/P0444.jpg,cards/P0444.jpg,"[215.23, 339.41, 187.65, 20.39]"
P0445,برس سیمی 2 عددی,36,products/P0445.jpg,cards/P0445.jpg,"[403.47, 339.41, 185.25, 20.39]"
P0446,شیلنک باد فنری ( 12 * 8 ) 10 متری,36,products/P0446.jpg,cards/P0446.jpg,"[28.78, 490.52, 185.85, 20.99]"
P0447,قیچی همه کاره,36,products/P0447.jpg,cards/P0447.jpg,"[215.23, 490.52, 187.65, 20.99]"
P0448,قیچی کابل فیبر نوری,36,products/P0448.jpg,cards/P0448.jpg,"[403.47, 490.52, 185.25, 20.99]"
P0449,شیلنگ جمع کن باد 15 متری ( 13 * 10 ),36,products/P0449.jpg,cards/P0449.jpg,"[28.78, 641.63, 185.85, 20.99]"
P0450,شیلنگ جمع کن باد 15 متری ( 12 * 8 ),36,products/P0450.jpg,cards/P0450.jpg,"[215.23, 641.63, 187.65, 20.99]"
P0451,شیلنک باد فنری ( 12 * 8 ) 15 متری,36,products/P0451.jpg,cards/P0451.jpg,"[403.47, 641.63, 185.25, 20.99]"
P0452,بکس های 4 / 1 درایو بلند سلپرو,37,,cards/P0452.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0453,بکس های 4 / 1 درایو کوتاه سلپرو,37,,cards/P0453.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0454,لیست بکس های 8 / 3 درایو بلند سلپرو,37,,cards/P0454.jpg,"[28.78, 409.57, 283.57, 20.39]"
P0455,لیست بکس های 8 / 3 درایو کوتاه سلپرو,37,,cards/P0455.jpg,"[313.55, 409.57, 275.18, 20.39]"
P0456,بکس های 2 / 1 درایو بلند سلپرو,38,,cards/P0456.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0457,بکس های 2 / 1 درایو کوتاه سلپرو,38,,cards/P0457.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0458,بکس شمع مغناطیسی 3/8 درایو,38,products/P0458.jpg,cards/P0458.jpg,"[28.78, 598.46, 146.88, 20.99]"
P0459,بکس شمع,38,products/P0459.jpg,cards/P0459.jpg,"[176.26, 598.46, 136.09, 20.99]"
P0460,بکس های 4 / 1 درایو ستاره ایی کوتاه E5,39,,cards/P0460.jpg,"[28.78, 36.58, 282.97, 20.99]"
P0461,بکس های 2 / 1 درایو مشکی فشارقوی ( CR-MO ),39,images/P0461.jpg,cards/P0461.jpg,"[312.95, 36.58, 275.78, 20.99]"
P0462,بکس های 1/2 درایو ستاره ای کوتاه,39,products/P0462.jpg,cards/P0462.jpg,"[28.78, 166.11, 282.97, 20.99]"
P0463,بکس های 2 / 1 درایو ستاره ایی بلند E10,39,images/P0463.jpg,cards/P0463.jpg,"[28.78, 490.52, 282.97, 20.99]"
P0464,بکس های 4 / 3 درایو ستاره ایی بلند E24,39,products/P0464.jpg,cards/P0464.jpg,"[312.95, 684.81, 275.78, 20.99]"
P0465,لیست بکس های 4 / 3 درایو سفید,40,products/P0465.jpg,cards/P0465.jpg,"[28.78, 36.58, 559.95, 20.99]"
P0466,بکس 4 / 3 درایو مشکی بلند ( CR-MO ),41,products/P0466.jpg,cards/P0466.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0467,بکس 4 / 3 درایو مشکی ( CR-MO ),41,products/P0467.jpg,cards/P0467.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0468,"بکس "" 1 درایو مشکی بلند ( CR-MO )",42,,cards/P0468.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0469,"بکس "" 1 درایو مشکی کوتاه ( CR-MO )",42,images/P0469.jpg,cards/P0469.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0470,"بکس ""1 درایو مشکی بلند ( 4 گوش ) سلپرو",42,products/P0470.jpg,cards/P0470.jpg,"[28.78, 490.52, 283.57, 20.99]"
P0471,آچار چرخ سواری,43,products/P0471.jpg,cards/P0471.jpg,"[28.78, 36.58, 277.58, 20.99]"
P0472,"بکس "" 1 درایو سفید 6 پر کوتاه",43,images/P0472.jpg,cards/P0472.jpg,"[306.95, 36.58, 281.77, 20.99]"
P0473,آچار چرخ 4 طرفه ( 14.17.19.21 ) بهمراه مغزی یدکی 2 / 1,43,products/P0473.jpg,cards/P0473.jpg,"[28.78, 274.64, 277.58, 20.39]"
P0474,آچار بکسی جغجغه ایی,43,products/P0474.jpg,cards/P0474.jpg,"[28.78, 432.95, 277.58, 20.99]"
P0475,"بکس "" 1 درایو سفید 12 پر کوتاه",43,products/P0475.jpg,cards/P0475.jpg,"[306.95, 432.95, 281.77, 20.99]"
P0476,دسته جغجغه,44,products/P0476.jpg,cards/P0476.jpg,"[28.78, 36.58, 559.95, 20.99]"
P0477,دسته بکس سرلوالیی,44,products/P0477.jpg,cards/P0477.jpg,"[28.78, 355.0, 277.58, 20.39]"
P0478,دسته بکس سرلوالیی فشارقوی,44,products/P0478.jpg,cards/P0478.jpg,"[28.78, 570.87, 277.58, 20.99]"
P0479,دسته هندلی,45,products/P0479.jpg,cards/P0479.jpg,"[28.78, 36.58, 277.58, 20.99]"
P0480,دسته بکس ال,45,images/P0480.jpg,cards/P0480.jpg,"[306.95, 36.58, 281.77, 20.99]"
P0481,لغلغه سفید,45,images/P0481.jpg,cards/P0481.jpg,"[28.78, 231.47, 277.58, 20.39]"
P0482,دسته کشویی,45,images/P0482.jpg,cards/P0482.jpg,"[306.95, 317.82, 281.77, 20.39]"
P0483,لغلغه مشکی,45,products/P0483.jpg,cards/P0483.jpg,"[28.78, 404.17, 277.58, 20.39]"
P0484,آداپتور سوراخ دار سفید,45,products/P0484.jpg,cards/P0484.jpg,"[28.78, 598.46, 277.58, 20.99]"
P0485,"کمک درایو های لغلغه ایی """,46,products/P0485.jpg,cards/P0485.jpg,"[28.78, 36.58, 296.16, 20.99]"
P0486,کمک درایو ها,46,images/P0486.jpg,cards/P0486.jpg,"[326.14, 36.58, 262.59, 20.99]"
P0487,کمک درایو های فشارقوی,46,products/P0487.jpg,cards/P0487.jpg,"[28.78, 231.47, 296.16, 20.39]"
P0488,کمک درایو ها فنری,46,products/P0488.jpg,cards/P0488.jpg,"[28.78, 490.52, 296.16, 20.99]"
P0489,آداپتور بیت خور,46,products/P0489.jpg,cards/P0489.jpg,"[28.78, 663.22, 296.16, 20.99]"
P0490,آلن بکسی 4 / 1 درایو سفید,47,products/P0490.jpg,cards/P0490.jpg,"[28.78, 36.58, 277.58, 20.99]"
P0491,آداپتور سفید,47,images/P0491.jpg,cards/P0491.jpg,"[306.95, 36.58, 281.77, 20.99]"
P0492,آلن بکسی ستاره ایی 4 / 1 درایو سفید T20,47,images/P0492.jpg,cards/P0492.jpg,"[28.78, 209.88, 277.58, 20.39]"
P0493,آداپتور مشکی,47,images/P0493.jpg,cards/P0493.jpg,"[306.95, 296.23, 281.77, 20.39]"
P0494,آلن بکسی دوسو / چهارسو 4 / 1 درایو سفید PH1,47,products/P0494.jpg,cards/P0494.jpg,"[28.78, 382.58, 277.58, 20.39]"
P0495,آلن بکسی 8 / 3 درایو سفید,47,images/P0495.jpg,cards/P0495.jpg,"[28.78, 555.88, 277.58, 20.99]"
P0496,آلن بکسی 2 / 1 درایو چهارگوش سفید,47,products/P0496.jpg,cards/P0496.jpg,"[306.95, 621.25, 281.77, 20.39]"
P0497,آلن بکسی 2 / 1 درایو ستاره ایی مشکی بلند T20,48,images/P0497.jpg,cards/P0497.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0498,آلن بکسی 2 / 1 درایو مشکی کوتاه,48,products/P0498.jpg,cards/P0498.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0499,آلن بکسی 2 / 1 درایو مشکی بلند,48,images/P0499.jpg,cards/P0499.jpg,"[313.55, 296.23, 275.18, 20.39]"
P0500,آلن بکسی 4 / 3 درایو ستاره ایی مشکی ( جی تی سی ) T60,48,products/P0500.jpg,cards/P0500.jpg,"[28.78, 382.58, 283.57, 20.39]"
P0501,آلن بکسی 4 / 3 درایو مشکی ( جی تی سی ),48,,cards/P0501.jpg,"[313.55, 551.69, 275.18, 20.39]"
P0502,تبدیل سردریلی,48,products/P0502.jpg,cards/P0502.jpg,"[28.78, 594.86, 283.57, 20.39]"
P0503,آلن بکسی 2 / 1 درایو بلند سفید,49,products/P0503.jpg,cards/P0503.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0504,آلن بکسی 2 / 1 درایو سفید,49,products/P0504.jpg,cards/P0504.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0505,آلن بکسی ستاره ایی 2 / 1 درایو بلند سفید,49,images/P0505.jpg,cards/P0505.jpg,"[28.78, 317.82, 283.57, 20.99]"
P0506,آلن بکسی ستاره ایی 2 / 1 درایو سفید T20,49,images/P0506.jpg,cards/P0506.jpg,"[313.55, 383.18, 275.18, 20.39]"
P0507,آلن بکسی هزارخاری ( M ) 2 / 1 درایو بلند سفید,49,images/P0507.jpg,cards/P0507.jpg,"[28.78, 469.53, 283.57, 20.39]"
P0508,آلن بکسی مشکی هزارخاری ( M ) 2 / 1 درایو,49,products/P0508.jpg,cards/P0508.jpg,"[313.55, 686.01, 275.18, 20.99]"
P0509,پیچ گوشتی بکسی,50,products/P0509.jpg,cards/P0509.jpg,"[28.78, 36.58, 277.58, 20.99]"
P0510,پیچ گوشتی ستاره ایی T5,50,products/P0510.jpg,cards/P0510.jpg,"[306.95, 36.58, 281.77, 20.99]"
P0511,پیچ گوشتی تکی شیشه ایی,50,images/P0511.jpg,cards/P0511.jpg,"[28.78, 360.99, 277.58, 20.39]"
P0512,پیچ گوشتی بکسی 4 / 1 درایو بیت خور,50,products/P0512.jpg,cards/P0512.jpg,"[306.95, 360.99, 281.77, 20.39]"
P0513,آچار آلن سایز بزرگ ( تایوانی ),50,images/P0513.jpg,cards/P0513.jpg,"[306.95, 490.52, 281.77, 20.99]"
P0514,مهره خردکن تکی,50,products/P0514.jpg,cards/P0514.jpg,"[28.78, 598.46, 277.58, 20.99]"
P0515,آچار دسته بکس T,51,products/P0515.jpg,cards/P0515.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0516,آچار دسته بکس T سرلوالیی,51,products/P0516.jpg,cards/P0516.jpg,"[313.55, 253.06, 275.18, 20.99]"
P0517,آچار دسته بکس T سرلغلغه ایی,51,products/P0517.jpg,cards/P0517.jpg,"[313.55, 469.53, 275.18, 20.99]"
P0518,نوک پیچ گوشتی تقه ایی 8 سانتی ( S2 ) PH1,52,products/P0518.jpg,cards/P0518.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0519,نوک پیچ گوشتی تقه ایی 6 / 3 سانتی ( S2 ) PH1,52,products/P0519.jpg,cards/P0519.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0520,نوک بیت آلنی بلند 5 / 7 سانتی,52,,cards/P0520.jpg,"[28.78, 296.23, 283.57, 20.99]"
P0521,نوک بیت آلنی کوتاه 3 سانتی,52,,cards/P0521.jpg,"[313.55, 296.23, 275.18, 20.99]"
P0522,نوک بیت ستاره ای بلند 7.5 سانتی,52,products/P0522.jpg,cards/P0522.jpg,"[28.78, 469.53, 283.57, 20.39]"
P0523,نوک بیت ستاره ای کوتاه 3 سانتی,52,products/P0523.jpg,cards/P0523.jpg,"[313.55, 469.53, 275.18, 20.39]"
P0524,نوک پیچ گوشتی چهارسو 5 / 2 سانتی ( S2 ) PH2,53,,cards/P0524.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0525,نوک بیت هزارخاری کوتاه 3 سانتی M5,53,,cards/P0525.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0526,نوک پیچ گوشتی چهارسو 5 سانتی ( S2 ),53,,cards/P0526.jpg,"[28.78, 80.35, 283.57, 20.99]"
P0527,نوک بیت هزارخاری بلند 7.5 سانتی M5,53,images/P0527.jpg,cards/P0527.jpg,"[313.55, 167.3, 275.18, 20.99]"
P0528,نوک پیچ گوشتی چهارسو 6.5 سانتی ( S2 ),53,,cards/P0528.jpg,"[28.78, 188.89, 283.57, 20.99]"
P0529,نوک پیچ گوشتی چهارسو 10 سانتی ( S2 ),53,,cards/P0529.jpg,"[28.78, 232.67, 283.57, 20.99]"
P0530,نوک پیچ گوشتی چهارسو 15 سانتی ( S2 ),53,,cards/P0530.jpg,"[28.78, 341.21, 283.57, 20.99]"
P0531,نوک پیچ گوشتی دوطرفه چهارسو ( S2 ),53,,cards/P0531.jpg,"[313.55, 384.98, 275.18, 20.99]"
P0532,نوک پیچ گوشتی چهارسو 20 سانتی ( S2 ),53,,cards/P0532.jpg,"[28.78, 428.76, 283.57, 20.99]"
P0533,نوک پیچ گوشتی چهارسو 25 سانتی ( S2 ),53,,cards/P0533.jpg,"[28.78, 472.53, 283.57, 20.99]"
P0534,نوک پیچ گوشتی چهارسو 30 سانتی ( S2 ) PH2,53,images/P0534.jpg,cards/P0534.jpg,"[28.78, 516.31, 283.57, 20.99]"
P0535,نوک پیچ گوشتی دوسو چهارسو ( S2 ),53,images/P0535.jpg,cards/P0535.jpg,"[313.55, 560.08, 275.18, 20.99]"
P0536,نوک بیت ستاره ایی کوتاه 5 سانتی فشارقوی,53,products/P0536.jpg,cards/P0536.jpg,"[28.78, 668.62, 283.57, 20.39]"
P0537,نوک پیچ گوشتی ستاره ایی 5 سانتی ( S2 ) T10,54,,cards/P0537.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0538,نوک پیچ گوشتی آلنی 5 سانتی ( S2 ) H1/5,54,,cards/P0538.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0539,نوک پیچ گوشتی ستاره ای 10 سانتی ( S2 ),54,,cards/P0539.jpg,"[28.78, 209.88, 283.57, 21.59]"
P0540,نوک پیچ گوشتی آلنی 10 سانتی ( S2 ),54,,cards/P0540.jpg,"[313.55, 209.88, 275.18, 21.59]"
P0541,نوک پیچ گوشتی ستاره ای 15 سانتی ( S2 ),54,products/P0541.jpg,cards/P0541.jpg,"[28.78, 383.18, 283.57, 21.59]"
P0542,نوک پیچ گوشتی آلنی 15 سانتی ( S2 ),54,products/P0542.jpg,cards/P0542.jpg,"[313.55, 383.18, 275.18, 21.59]"
P0543,سوهان تکی آهن ساب,54,products/P0543.jpg,cards/P0543.jpg,"[28.78, 643.43, 283.57, 20.39]"
P0544,کیت سوهان 5 عددی آهن ساب,54,products/P0544.jpg,cards/P0544.jpg,"[313.55, 643.43, 275.18, 20.39]"
P0545,پیچ گوشتی ضربه خور دوسو ( S2 ) SL5-125,55,products/P0545.jpg,cards/P0545.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0546,پیچ گوشتی ساده دوسو ( S2 ) SL6-38,55,products/P0546.jpg,cards/P0546.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0547,پیچ گوشتی ضربه خور چهارسو ( S2 ) PH2-100,55,products/P0547.jpg,cards/P0547.jpg,"[28.78, 423.36, 283.57, 20.99]"
P0548,پیچ گوشتی ساده جهارسو ( S2 ) PH1-38,55,images/P0548.jpg,cards/P0548.jpg,"[313.55, 423.36, 275.18, 20.99]"
P0549,پیچ گوشتی آلن ( S2 ),55,products/P0549.jpg,cards/P0549.jpg,"[28.78, 596.66, 283.57, 20.99]"
P0550,آچار آلن دسته T عصایی ( S2 ) H1/5,56,images/P0550.jpg,cards/P0550.jpg,"[28.78, 36.58, 283.57, 20.99]"
P0551,آچار آلن دسته T کوتاه ( S2 ) H1/5-80MM,56,,cards/P0551.jpg,"[313.55, 36.58, 275.18, 20.99]"
P0552,آچار آلن دسته T بلند ( S2 ),56,images/P0552.jpg,cards/P0552.jpg,"[313.55, 209.88, 275.18, 21.59]"
P0553,کیت آچار آلن دسته T ( 6 – 5 / 1 ),56,products/P0553.jpg,cards/P0553.jpg,"[124.7, 361.59, 187.65, 21.59]"
P0554,کیت آچار آلن دسته T عصایی 8 عددی ( 10 – 2 ),56,products/P0554.jpg,cards/P0554.jpg,"[28.78, 500.71, 283.57, 20.39]"
P0555,کیت آچار آلن دسته T عصایی 9 عددی ( 8 – 5 / 1 ),56,products/P0555.jpg,cards/P0555.jpg,"[313.55, 500.71, 275.18, 20.39]"
P0556,کیت آچار آلن ستاره ایی T عصایی 10 عددی ( T10-T55 ),56,products/P0556.jpg,cards/P0556.jpg,"[28.78, 651.83, 283.57, 20.99]"
P0557,کیت آچار آلن ستاره ایی T عصایی 7 عددی ( T10-T40 ),56,products/P0557.jpg,cards/P0557.jpg,"[313.55, 651.83, 275.18, 20.99]"
P0558,جغجقه بادی 2 / 1 درایو,57,products/P0558.jpg,cards/P0558.jpg,"[53.96, 187.69, 175.66, 20.99]"
P0559,جغجغه بادی 8 / 3 درایو,57,products/P0559.jpg,cards/P0559.jpg,"[230.81, 187.69, 176.86, 20.99]"
P0560,جغجغه بادی 4 / 1 درایو,57,products/P0560.jpg,cards/P0560.jpg,"[408.27, 187.69, 180.45, 20.99]"
P0561,فرز انگشتی بادی 90 درجه ( سرکج ),57,products/P0561.jpg,cards/P0561.jpg,"[53.96, 339.41, 175.66, 20.39]"
P0562,فرز انگشتی بادی با متعلقات,57,products/P0562.jpg,cards/P0562.jpg,"[230.81, 339.41, 176.86, 20.39]"
P0563,فرز انگشتی بادی,57,products/P0563.jpg,cards/P0563.jpg,"[408.27, 339.41, 180.45, 20.39]"
P0564,بکس بادی 2 / 1 روتاک ( 720 نیوتن ),57,products/P0564.jpg,cards/P0564.jpg,"[53.96, 490.52, 175.66, 20.99]"
P0565,بکس بادی 2 / 1 روتاک ( 550 نیوتن ),57,products/P0565.jpg,cards/P0565.jpg,"[230.81, 490.52, 176.86, 20.99]"
P0566,بکس بادی 2 / 1 روتاک ( 550 نیوتن ),57,products/P0566.jpg,cards/P0566.jpg,"[408.27, 490.52, 180.45, 20.99]"
P0567,بکس بادی 2 / 1 روتاک ( 1492 نیوتن ),57,products/P0567.jpg,cards/P0567.jpg,"[53.96, 641.63, 175.66, 20.99]"
P0568,بکس بادی 2 / 1 روتاک ( 880 نیوتن ),57,products/P0568.jpg,cards/P0568.jpg,"[230.81, 641.63, 176.86, 20.99]"
P0569,بکس بادی 2 / 1 روتاک ( با متعلقات ),57,products/P0569.jpg,cards/P0569.jpg,"[408.27, 641.63, 180.45, 20.99]"
P0570,بکس بادی 4 / 3 روتاک ( 1600 نیوتن ),58,products/P0570.jpg,cards/P0570.jpg,"[53.96, 36.58, 175.66, 20.99]"
P0571,بکس بادی 4 / 3 روتاک ( 1300 نیوتن ),58,products/P0571.jpg,cards/P0571.jpg,"[230.81, 36.58, 176.86, 20.99]"
P0572,بکس بادی 2 / 1 روتاک ( 1898 نیوتن ),58,products/P0572.jpg,cards/P0572.jpg,"[408.27, 36.58, 180.45, 20.99]"
P0573,"بکس بادی "" 1 روتاک ( 4800 نیوتن )",58,products/P0573.jpg,cards/P0573.jpg,"[53.96, 187.69, 175.66, 20.99]"
P0574,"بکس بادی "" 1 روتاک ( 2000 نیوتن )",58,products/P0574.jpg,cards/P0574.jpg,"[230.81, 187.69, 176.86, 20.99]"
P0575,"بکس بادی "" 1 روتاک ( 1898 نیوتن )",58,products/P0575.jpg,cards/P0575.jpg,"[408.27, 187.69, 180.45, 20.99]"
P0576,بکس بادی 2 / 1 - 1 درایو ( SGT ),58,products/P0576.jpg,cards/P0576.jpg,"[53.96, 339.41, 175.66, 20.39]"
P0577,"بکس بادی "" 1 شافت بلند ( SGT )",58,products/P0577.jpg,cards/P0577.jpg,"[230.81, 339.41, 176.86, 20.39]"
P0578,"بکس بادی "" 1 بدنه متوسط ( SGT )",58,products/P0578.jpg,cards/P0578.jpg,"[408.27, 339.41, 180.45, 20.39]"
P0579,تست فشار روغن موتور,58,products/P0579.jpg,cards/P0579.jpg,"[53.96, 490.52, 175.66, 20.99]"
P0580,سمباده بادی بزرگ روتاک,58,products/P0580.jpg,cards/P0580.jpg,"[230.81, 490.52, 176.86, 20.99]"
P0581,سمباده بادی روتاک,58,products/P0581.jpg,cards/P0581.jpg,"[408.27, 490.52, 180.45, 20.99]"
